295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,296,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,305,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,306,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,304,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,287,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,282,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,299,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,298,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,289,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,294,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,303,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,309,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,291,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,302,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,307,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,284,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,290,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,312,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,295,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,293,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,292,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,300,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,283,10
295,288,10
295,288,10
295,288,10
295,288,10
295,288,10
295,288,10
295,322,10
295,322,10
295,322,10
295,322,10
295,322,10
295,322,10
295,322,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
295,308,10
