true_pos,obs_pos,true_var
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,279,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,324,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,285,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,296,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,284,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,281,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,287,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,297,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
299,292,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,272,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,280,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,286,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,288,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,271,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,289,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,292,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,282,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,281,15
284,266,15
284,266,15
284,266,15
284,266,15
284,266,15
284,266,15
284,266,15
284,266,15
284,266,15
254,247,15
254,247,15
254,247,15
254,247,15
254,247,15
254,247,15
254,247,15
254,247,15
254,252,15
254,252,15
254,252,15
254,252,15
254,252,15
254,252,15
254,252,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,263,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,282,15
254,282,15
254,282,15
254,282,15
254,282,15
254,282,15
254,282,15
254,282,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,243,15
254,249,15
254,249,15
254,249,15
254,249,15
254,249,15
254,249,15
254,249,15
254,249,15
254,249,15
254,261,15
254,261,15
254,261,15
254,261,15
254,261,15
254,261,15
254,261,15
254,261,15
254,260,15
254,260,15
254,260,15
254,260,15
254,260,15
254,260,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,275,15
254,253,15
254,253,15
254,253,15
254,253,15
254,253,15
254,253,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
254,278,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,260,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,225,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,230,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,222,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,197,15
224,255,15
224,255,15
224,255,15
224,255,15
224,255,15
224,255,15
224,255,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,229,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,212,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,221,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
224,248,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,236,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,250,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,234,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,243,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,226,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,224,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,235,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
239,251,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,204,15
224,202,15
224,202,15
224,202,15
224,202,15
224,202,15
224,202,15
224,202,15
224,202,15
224,202,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,239,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
224,224,15
